Date Received,Your Title,Title-Level,Gender,Location,City,Global Region,Current Tenure,Was your previous role a CISO / Head of Security position?,Current Company Size,Industry,Company Structure,Title of person you report to?,Compensation Currency,Annual Base Salary $,Estimated Annual Bonus $,Estimated Annual Equity / RSU Value,Base-Converted,Bonus-Converted,Equity-Converted,Total Comp-Converted,Which of the following functions fall under your direct responsibility and decision-making authority?,Team Size,How often do you present to the Board of Directors?,Did your most recent employment offer include a hiring bonus?,Amount of employment offer bonus?,Employment Bonus - Converted,Have you pre-negotiated a severance agreement as part of your employment?,Are you currently included in the following?,Do you have a negotiated accelerated vesting clause / early termination agreement?,Are you currently on a Board of Directors?,Are you currently on a Board of Advisors?,Are you compensated for your Advisor role?,What is the primary measure you use to justify your security budget requirements?,Do you have a personal liability insurance policy in place?,"When it comes to AI security, which area do you believe should receive the highest spending priority within the CISO’s security program?",How would you rate your organization’s current maturity in the area of AI governance and risk management?,What percentage of your organization’s overall annual information security budget do you plan to allocate to AI security?,Which aspect of AI governance and risk management poses the greatest challenge for your organization today?,What are your greatest concerns regarding AI tools in your organization?,Which AI risk management or governance frameworks is your organization currently using or planning to adopt?,Which attack vectors are your organization's highest security priorities for 2026?,"How confident are you in your internal team’s capability to evaluate and verify technical depth, leadership, and domain fit when sourcing security candidates?",Which trade-offs make hiring a security leader most difficult or costly for your organization?,Is your organization planning / considering on hiring a dedicated AI Security Leader,Record_Type,Role_Bucket,Company
Synthetic-2026,Deputy CISO,NextGen,Male,"Chicago, IL, USA",Chicago,North America,60,No,"5000 - 9,999 employees",Artificial Intelligence (AI),Privately Held Company,CISO,USD (U.S. Dollar),200000,"$44,000",$0,200000,"$44,000",$0,200000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Incident Response,Physical Security / Executive Protection,Post-Quantum Cryptography (PQC),Security Operations,Third Party Risk Management (TPRM)",15,I do not report to the Board of Directors,Yes,"$40,000","$40,000",No,Corporate Directors & Officers (D&O) Policy,No,No,No,No,"Business Impact,Financial and/or Risk-Based Metrics",No,Third-party/vendor AI risk management,Initial / ad hoc efforts,10,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Other",Internal / proprietary AI risk framework,"Cloud misconfigurations,Identity/credential theft,Third party risk attacks",Somewhat confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",I am the AI Security leader,Synthetic,Deputy CISO,World Wide Technology
Synthetic-2026,Deputy CISO,NextGen,Male,"Raleigh, NC, USA",Raleigh - Durham,North America,4,Yes,"25,000+ employees",Energy,Publicly Traded Company,CISO,USD (U.S. Dollar),370000,"$88,000","$62,000",370000,"$88,000","$62,000",520000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Security Operations",3,I do not report to the Board of Directors,Yes,"$235,000","$235,000",Yes,Corporate Directors & Officers (D&O) Policy,No,No,No,No,"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,0,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors",Internal / proprietary AI risk framework,"API security,Third party risk attacks",Somewhat confident,Uncertainty in defining the right skills and profile for the role,Already have a dedicated AI Security leader in place,Synthetic,Deputy CISO,American Tower
Synthetic-2026,Chief Information Officer,CIO,Male,"New York, NY, USA",NYC Metro,North America,66,Yes,1000 - 4999 employees,Cloud Security,Non-Profit,Chief Information Officer,USD (U.S. Dollar),170000,"$161,000",,170000,"$161,000",,170000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,Product Security / AppSec,Third Party Risk Management (TPRM)",48,At least quarterly,Yes,"$25,000","$25,000",No,Neither,No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Initial / ad hoc efforts,5,Shadow AI,Shadow AI usage bypassing security controls,None at this time,"Mobile / BYOD threats,Ransomware",Very confident,"Competing with salary expectations in the market,Time spent screening unqualified candidates",Already have a dedicated AI Security leader in place,Synthetic,CIO,Center for Internet Security
Synthetic-2026,Chief Information Officer,CIO,Male,"Sacramento, USA",Sacramento,North America,1,No,"10,000 - 25,000 employees",Healthcare,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),390000,,"$300,000",390000,,"$300,000",690000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,Cloud Security,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Third Party Risk Management (TPRM)",18,Per request,Yes,"$50,000","$50,000",No,Neither,No,Yes,No,Yes (Cash and / or Equity),"Business Impact,Financial and/or Risk-Based Metrics",Yes,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,0,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls","ISO/IEC 23894 (AI Risk Management),Internal / proprietary AI risk framework,NIST AI Risk Management Framework (AI RMF)","Cloud misconfigurations,Insider threats,Mobile / BYOD threats,Third party risk attacks,Zero-day exploits",Not confident,"Location (RTO) constraints limiting hiring,Uncertainty in defining the right skills and profile for the role",I am the AI Security leader,Synthetic,CIO,Datadog
Synthetic-2026,Chief Information Officer,CIO,Male,"San Francisco, CA, USA",Bay Area,North America,10,No,1000 - 4999 employees,Education,Privately Held Company,Chief Technology Officer,USD (U.S. Dollar),225000,"$147,000",$0,225000,"$147,000",$0,240000,"AI Data Protection / Privacy and Security,AI Safety & Reliability,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,GRC,Identity & Access Management / IAM,Incident Response,Post-Quantum Cryptography (PQC),Third Party Risk Management (TPRM)",99,At least quarterly,No,,,No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,25,Establishing regulatory compliance and auditability for AI systems,"Integration with critical systems creating attack vectors,Intellectual property theft through AI platforms",NIST AI Risk Management Framework (AI RMF),"Insider threats,IoT/OT device vulnerabilities",Somewhat confident,"Location (RTO) constraints limiting hiring,Other",Yes,Synthetic,CIO,Gong
Synthetic-2026,EVP and CIO,CIO,Male,"Seattle, WA, USA",Seattle,North America,152,Yes,< 250 employees,Enterprise Software,Privately Held Company,CEO,USD (U.S. Dollar),420000,"$190,000",,420000,"$190,000",,620000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Physical Security / Executive Protection,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",7,At least semi-annually,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,Yes,No,Financial and/or Risk-Based Metrics,No,Monitoring and detection for AI-driven threats,Developing but inconsistent,10,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls","ISO/IEC 23894 (AI Risk Management),Internal / proprietary AI risk framework,NIST AI Risk Management Framework (AI RMF)","AI-enhanced attacks,Identity/credential theft",Not confident,"Competing with salary expectations in the market,Uncertainty in defining the right skills and profile for the role",No,Synthetic,CIO,Lattice
Synthetic-2026,Chief Information Officer,CIO,Male,"Charlotte, NC, USA",Charlotte,North America,36,Yes,250 - 499 employees,Internet,Publicly Traded Company,CEO,USD (U.S. Dollar),245000,,"$40,000",245000,,"$40,000",285000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",2,At least quarterly,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics,Percentage of company revenue",No,Workforce training and upskilling on AI risks,Initial / ad hoc efforts,5,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Intellectual property theft through AI platforms",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Cloud misconfigurations,Identity/credential theft,IoT/OT device vulnerabilities,Third party risk attacks",Somewhat confident,Competing with salary expectations in the market,I am the AI Security leader,Synthetic,CIO,Okta
Synthetic-2026,Chief Information Officer,CIO,Male,"Denver, CO, USA",Denver,North America,24,Yes,250 - 499 employees,Leisure / Hospitality,Privately Held Company,CEO,USD (U.S. Dollar),425000,"$29,000","$151,000",425000,"$29,000","$151,000",605000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Threat Intelligence and Incident Response,Cloud Security,GRC,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",18,At least quarterly,No,,,No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Initial / ad hoc efforts,20,Shadow AI,"AI-generated content being used in social engineering attacks,Shadow AI usage bypassing security controls","EU AI Act requirements (compliance-driven),Internal / proprietary AI risk framework","API security,Cloud misconfigurations",Not confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",No,Synthetic,CIO,Arctic Wolf
Synthetic-2026,EVP and CIO,CIO,Female,"Los Angeles, CA, USA",Los Angeles,North America,18,No,"10,000 - 25,000 employees",Artificial Intelligence (AI),Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),270000,,"$125,000",270000,,"$125,000",395000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI/ML Security Engineering,Enterprise Risk,GRC,Incident Response,Post-Quantum Cryptography (PQC),Security Operations,Third Party Risk Management (TPRM),Trust & Safety",128,At least semi-annually,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Financial and/or Risk-Based Metrics,Percentage of company revenue",Yes,Monitoring and detection for AI-driven threats,Developing but inconsistent,1,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls","EU AI Act requirements (compliance-driven),NIST AI Risk Management Framework (AI RMF)","Cloud misconfigurations,Phishing/social engineering",Somewhat confident,Competing with salary expectations in the market,Already have a dedicated AI Security leader in place,Synthetic,CIO,Pfizer
Synthetic-2026,Chief Information Officer,CIO,Male,"Los Angeles, CA, USA",Los Angeles,North America,14,Yes,"10,000 - 25,000 employees",Artificial Intelligence (AI),Privately Held Company,Chief Information Officer,USD (U.S. Dollar),370000,,,370000,,,1025000,"AI Data Protection / Privacy and Security,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",31,At least annually,Yes,"$140,000","$140,000",No,Corporate Indemnification Policy,No,No,No,Yes (Cash and / or Equity),"Business Impact,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,0,Aligning AI security with enterprise risk management frameworks,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"Cloud misconfigurations,Insider threats",Somewhat confident,Risk of hiring someone who looks good on paper but lacks depth,No,Synthetic,CIO,Rippling
Synthetic-2026,Chief Information Officer,CIO,Male,"Boston, MA, USA",Boston,North America,40,No,"10,000 - 25,000 employees",Financial Services,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),470000,"$153,000","$242,000",470000,"$153,000","$242,000",865000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Post-Quantum Cryptography (PQC),Privacy,Security Operations,Third Party Risk Management (TPRM)",769,I do not report to the Board of Directors,No,,,No,Not Sure,No,No,No,No,"Business Impact,Financial and/or Risk-Based Metrics",Yes,Third-party/vendor AI risk management,Developing but inconsistent,5,Shadow AI,Dependency on AI vendors with unclear security practices,Internal / proprietary AI risk framework,"API security,Insider threats",Somewhat confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Walmart
Synthetic-2026,Chief Information Officer,CIO,Male,"Paris, USA",Paris,North America,12,Yes,"25,000+ employees",Retail,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),385000,"$317,000","$38,000",385000,"$317,000","$38,000",740000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Other,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",14,Per request,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Business Impact,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,5,Shadow AI,"AI-generated content being used in social engineering attacks,Data exposure/privacy breaches,Shadow AI usage bypassing security controls","Internal / proprietary AI risk framework,NIST AI Risk Management Framework (AI RMF)","Identity/credential theft,Zero-day exploits",Somewhat confident,"Competing with salary expectations in the market,Lack of alignment on the role requirements",I am the AI Security leader,Synthetic,CIO,Fortinet
